respnr	persnr	status	provcode	gemeente	HH2	HH4BP01	HH3P01	HH4AP01	HH4CP01	HH4BP02	HH3P02	HH4AP02	HH4CP02	HH4BP03	HH3P03	HH4AP03	HH4CP03	HH4BP04	HH3P04	HH4AP04	HH4CP04	HH4BP05	HH3P05	HH4AP05	HH4CP05	HH4BP06	HH3P06	HH4AP06	HH4CP06	HH4BP07	HH3P07	HH4AP07	HH4CP07	HH4BP08	HH3P08	HH4AP08	HH4CP08	HH4BP09	HH3P09	HH4AP09	HH4CP09	HH4BP10	HH3P10	HH4AP10	HH4CP10	HH4DP01	HH4DP02	complete	VAR001	VAR002	VAR003	INT001	VAR006	V040	VAR723	V202	V041	beroep	VAR016	VAR016A	VAR016B	VAR016C	V049	INT004	VAR1061	VAR1062	VAR648	V401	V400	VAR641	VAR642	VAR1255	VAR1256	VAR1257	VAR1300	VAR1301	VAR1302	VAR1303	VAR149	VAR058	VAR059	VAR064	VAR065	VAR092	INT265	INT266	VAR096	VAR125	INT054	VAR110	VAR114	VAR116	VAR571	VAR572	VAR573	VAR574	VAR576	VAR153	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR154A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR198A	VAR198	VAR201A	VAR201	VAR201C	VAR204	VAR221	INT257	INT229	VAR820	VAR1117	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	INT218	INT219	INT221	INT222	INT223	INT710	INT711	INT712	INT713	INT714	INT715	INT716	VAR491	VAR040	VAR1304	VAR274	VAR275	VAR461	VAR367	VAR273	VAR1262	VAR239	VAR318	VAR319	VAR320	VW065	VAR446	VAR447	VAR439	VAR497	VAR499	VAR599	VAR600	VAR408	VAR409	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR402	VAR595	VAR687	VAR688	VAR689	VAR953	VAR1265	VAR433	VAR445	VAR351	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1146	VAR1163	VAR544	VAR347	VAR515	VAR516	VAR557	VAR844	VAR846	VAR847	VAR594	VAR1017	VAR1307	VAR1306	VAR1305	VAR357	VAR768	VAR1308	VAR754	VAR755	VAR760	VAR1309	VAR462A	VAR462B	VAR462C	VAR684	VAR683B	VAR728B	VAR729B	VAR546	VAR758	VAR759	VAR1031	VAR1140	VAR1141	VAR1142	VAR1143	VAR1161	VAR1103	VAR1104	VAR1105	VAR1106	VAR1315A	VAR1266	VAR1267	VAR1310	VAR1311	VAR1312	VAR1313	VAR1314	VAR1317A	VAR131_A	VAR131_B	VAR1317B	VAR131_C	VAR131_D	GOED1	GOED2	GOED3	GOED4	GOED5	FOUT1	FOUT2	FOUT3	FOUT4	FOUT5	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q9_1	Q9_2	Q9_3	Q10	Q11	Q12	Q13_1A	Q13_1B	Q13_2A	Q13_2B	Q13_3A	Q13_3B	Q13_4A	Q13_4B	Q13_5A	Q13_5B	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q14_8	Q15	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q17_1	Q17_2	Q17_3	Q18	Q19	Q20	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_8A	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q22_8	Q22_9	Q22_10	Q22_11	Q22_11A	Q23	Q24	Q25	Q25_1	Q26	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7	Q27_8	Q27_9	Q27_10	Q28	Q29	Q30	Q31A_1	Q31A_2	Q31A_3	Q31B_4	Q31B_5	Q31B_6	Q31B_7	Q31B_8	Q32_1	Q32_2	Q32_3	Q32_4	Q33	Q34_1	Q34_2	Q34_3	Q35	Q36_1	Q36_2	Q37_1	Q37_2	Q38_1	Q38_2	Q39	Q40_1	Q40_2	Q40_3	Q40_4	Q40_5	Q40_6	Q41	Q42_1A	Q42_1B	Q42_2A	Q42_2B	Q42_3A	Q42_3B	Q42_4A	Q42_4B	Q42_5A	Q42_5B	Q42_6A	Q42_6B	Q42_7A	Q42_7B	Q42_8A	Q42_8B	Q42_9A	Q42_9B	Q42_10A	Q42_10B	Q43_1A	Q43_1B	Q43_2A	Q43_2B	Q43_3A	Q43_3B	Q43_4A	Q43_4B	Q43_5A	Q43_5B	Q43_6A	Q43_6B	Q43_7A	Q43_7B	Q44_1	Q44_2	Q44_3	Q45_1	Q45_2	Q45_3	Q46	Q47	Q48_1	Q48_2	Q48_3	Q48_4	Q48_5	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Q50_1	Q50_2	Q50_3	Q50_4	Q50_5	Q51	Q_OPL	Q53	Q54	Q55	Q56	Q57	Q58	Q59	Q60_1	Q60_2	Q60_3	VAR462	weeg
20000767	1	2	27	454	2	1955	2	1	1	1960	4	2	1																																	2	11	1	2	44	7	12	5	1	60	1		51705	6	"detailhandel"	"eigenaresse"	"verkoop"	5	1	0	0	2	1	1	2	1	2	2	55	1	1	4	4	1	1	1	1	1	4	1	4	3	1	2	4	3	3	3	3	1	3	4	1	2	2	2	-3	2	2	1	1	1	1	3	4	1	8	2	1		5		5	3	2		-3	-3	-3	-3	-3	-3	2	2	-3	2	3	2	3	2	3	3	3	3	5	4	2	1	2	2	3	2	3	2	2	2	1	1	2	2	2	3	1	2	2	2	1	6	13	11	2	14	15	10	7	8	5	1	3	12	9	4	16	2	2	1	2	1	3	-3	4	2	2	6	6	6	6	6	7	7	7	7	7	7	6	6	3	2	2	-3	2	2	2	2	2	2	2	1	2	2	2	1	2	2	3	2	3	3	2	2	2	1	1	1	2	3		2	3	1	2	4	40000		3	2	2	3	1	3	1	2	2	2	2	3	3	2	2	3	3	4	-3	-3	2	3	2	2	2	"respecteert zijn medemens"	""	""	"mensen pesten"	""	""	4	-3	-3	-3	-3	2	-3	-3	-3	-3	1	1	5	40	1			2	2	2	4	2	3	3	3	2		2	1		1		1		1		1		10	10	10	10	10	10	7	7	1	1	3	1	1	1	3	1	1	1	3	1	4	2	1	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	8		1	3	1		1	1	3	1	1	1	1	2	2	1	1	1	3	4	1	1	1	2	2	2	2	2	3	3	3	3	2				2	3	3	4	4	4	4	1	3	4	2	2	4	2	5	1		2	2	1		1		1		1		1		1		1		1		2	2	8		1		2	1	2	1	2	1	1		2	2	2	2	2	2	3	3	2	3	1	3	3	2	2	2	2	2	2	1	1	1	1	8	8	5	2		2	1	11	3000	1	1	1	4	15	1.30086576
20000775	1	2	22	1730	2	1948	2	1	1	1946	3	2	1																																	2	11	1	2	58	6	8	1	2		5	1	37211	7	"gezinnen"	"dienstmeisje"	"schoonmaken,koken enz."	1	0	0	10	3	2	2	2	1	2			1	2	4		2	1	1	2	1	4	1	3	2	2	2	2	4	3	3	3	1	2	2	1	2	-3	2	-3	-3	-3	-3	-3	-3	1	1	5	2	1	2	1		5		6	1	2		1	1	1	1	1	1	4	4	3	3	-3	-3	4	4	3	3	-3	-3	4	4	3	1	1	-3	2	4	4	-3	1	1	1	2	1	4	2	1	1	2	2	3	-3	5	13	7	8	6	16	14	11	3	4	10	9	2	12	1	15	3	3	1	1	1	3	2	4	2	2	6	7	6	6	4	-3	6	5	7	5	-3	6	6	-3	1	2	2	3	2	2	2	1	2	-3	-3	-3	3	3	2	-3	3		5	5	4	2	5	2	3	3	1	1	3		2	2	2	2	3	1300		2	3	3	3	1	1	1	1	2	1	2	4	4	3	3	3	4	2	1	2	3	3	2	2	2	"respect voor een ander hebben"	"sociaalvoelend"	""	"niet  stelen van een ander"	"een ander verlagen"	""	4	5	-3	-3	-3	9	4	-3	-3	-3	2	2	5	28	1			3	2	3	4	2	3	3	3	2		2	1		1		1		1		1		6	5	7	6	4	7	6	6	2	1	3	1	1	3	3	1	1	1	1	2	4	2	2	1	1	2	2	2	2		2	2	2	2	2	2	2	1	2	2	2		1	1	3		3	1	1	1	3	1	1	1	1	1	1	2		4	1	1	2	2	2	2	2	2	3	3	2	3	2				4	3	2	4	3	5	5	2	4	5	2	5	3	3	3	1		2	2	1		1		1		2	2	1		2	2	1		2	2	2	2	1		2	1	2	2	2	1	2	1	1		2	1	2	2	2	2	3	3	2	2	3	3	3	2	2	2	2	2	2	1	1	1	2	8	7	2	1	1	2	2	6	1200	1	1	1	1	10	1.05343776
20000777	1	2	20	17	1	1935	1	2	1																																					1	11	1	2	69	8	8	2	2		5	2			""	""	""			0	0	4	2	1	2	1	3			2	2			1	1	1	-3	1	4	2	1	3	1	3	1	3	2	3	2	1	2	4	-3	2	-3	3	-3	-3	-3	-3	-3	-3	1	2	1	1	3	2	1		5		3	6	2		1	1	-3	-3	1	-3	5	4	3	3	3	4	3	4	4	4	3	3	3	3	2	3		-3	1	1	1	1	1	1	1	2	4	4	2	3	1	2	2	3	1	10	2	6	7	5	12	9	16	8	4	1	13	3	15	14	11	5	4	1	1	1	3	3	2	2	4	5	6	6	6	7	6	6	5	5	6	5	6	6	3	2	2	2	2	3	3	3	1	2	2	1	3	2	3	2	3	3		2	1	2	2	2	2	1	1	1	4	1	3	2	1	3	1	3	1000		7	3	3	3	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	-3	-3	2	2	"lief zijn voorelkaar"	"om elkaar denken"	"behulpzaam zijn"	"te weinig notitie vanelkaar nemen"	"te weibnig respect"	"te weinig met de jeugd bezighouden"	5	5	5	-3	-3	2	4	10	-3	-3	3	2	3	32	1			8	8	8	4	8	2	8	8	2		2	1		1		1		1		1		7	7	6	6	6	6	6	5	2	1	2	1	1	3	3	5	3	2	3	1	4	2	1	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	1	3		2	1	1	1	1	1	1	1	1	1	1	1	2	4	1	2	1	2	2	2	2	2	3	3	3	3	2				3	2	2	8	3	5	5	2	5	4	2	3	5	2	5	2	2	1		1		1		1		2	2	2	2	2	2	1		2	2	1		1		1		1		1		1		1		1	2	2	2	2	2	4	2	8	8	8	2	8	2	2	2	2	2	2	1	1	1	1	1	6	2	2		1	8	4	950	1	1	1	1	7	0.8042976
20000781	1	2	27	363	1	1921	1	1	1																																					1	11	1	1	83	5	8	1	2		8	1	47105	6	"banketbakker bij ah"	"bakker"	"bakken"	1	0	0	0	3	4	2			2			2	2			2	1	1	1	2	4	1	4	2	1	2	2	4	4	-3		1	2	2	1	2	-3	-3	-3	-3	-3	1	1	1	1	5	4	1	2	1	2		1	1	2	6	2		1	1	1	1	1	1	3	3	2	2	-3	2	2	2	3	3	4	3	2	3	2	1	29	2	1	2	4	2	1	1	1	2	4	4	3	3	1	2	2	3	1	7	2	13	15	14	3	6	12	5	9	1	4	8	10	16	11	1	1	1	2	1	3	3	5	5	5	7	6	-3	-3	-3	7	6	6	5	5	5	4	-3	2	2	-3	-3	-3	2	3	-3	-3	3	3	-3	-3	2	2	1	-3	3		3	1	-3	2	3	2	3	3	2	1	3		3	2	2	2	3	700		7	3	3	3	1	1	1	1	2	1	2	2	2	2	3	2	3	2	1	2	2	2	-3	2	2	"wet nastreven"	"andere helpen"	""	"stelen etc"	"mensen aanvallen"	"mensen beroven"	8	5	-3	-3	-3	9	9	9	-3	-3	4	2	1	16	1			1	1	1	3	1	3	3	3	2		1	1		1		1		1		1		7	7	7	7	3	7	6	6	2	1	3	2	2	1	3	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	2	2	2	3	3	3	3	1	2	1	8	4	2	2	3	3	4	4	8	4	4	2	3	4	2	2	2	2	2	2	1		2	2	2	2	2	2	2	2	1		1		2	2	1		1		1		1		1		1		1		2	2	2	2	2	2	4	3	2	2	3	2	2	2	2	2	2	2	2	1	1	1	2	8	6	2	1	4	1	2	4	700	1	1	1	1	5	0.6810220800000001
20000784	1	2	29	718	2	1936	2	1	1	1937	3	2	1																																	2	11	1	2	67	6	14	3	2		5	1	62301	5	"onderwijzeres"	"onderwijzeres"	"onderwijzen"	2	0	0	0	2	1	1	2	1	2			1	1	2	2	1	1	1	1	2	4	1	4	2	1	3	2	4	3	3	3	2		2	1	3	-3	-3	3	3	2	2	1	3	2	4	4	2	1	2	1		5		7	1	2		1	1	1	1	1	1	3	4	4	2	2	2	4	3	2	3	2	4	3	1	1	1	2	2	3	2	2	1	1	1	1	1	2	2	2	3	1	2	2	3	1	5	10	7	6	11	16	12	14	4	9	1	13	3	8	2	15	3	2	1	2	2	3	1	3	4	5	6	7	7	6	-3	5	6	5	7	5	6	7	5	3	2	2	2	2	2	3	-3	2	3	2	2	3	2	2	1	1	2	2	2	2	2	1	4	4	2	1	1	4	2	2	3	1	2	2	3	2400		2	3	3	3	1	1	1	3	2	1	3	2	2	1	4	2	3	1	1	1	3	3	3	2	3	"houd zich aan de wet"	"houd rekening met de medemans"	"is verdraagzaam"	"stelen"	"zich verrijken ton koste van anderen"	"frauderen"	8	2	4	-3	-3	9	12	8	-3	-3	2	1	5	40	1			1	3	4	3	2	3	3	3	2		2	1		1		1		2	1	1		8	8	7	7	7	8	6	6	2	2	2	1	3	3	2	2	1	1	3	1	4	2	2	1	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		1	1	3		1	1	1	1	1	2	2	1	3	2	1	2		1	1	1	1	2	2	2	2	2	3	3	3	3	2				1	3	3	4	5	5	5	1	4	5	1	2	5	2	5	1		2	2	1		1		1		1		1		1		1		1		1		1		1		2	2	2	1	1		1		2	2	2	2	2	2	4	1	2	2	3	2	3	2	2	2	2	2	2	1	1	1	1	8	8	7	2		4	2	4	3500	1	2	8	8	14	1.08580176
20000786	1	2	26	305	4	1968	2	1	1	1966	4	2	1	1994	5	2	1	1998	5	2	1																									2	11	1	2	38	3	19	8	1	18	1		31701	7	"winkel"	"winkelmedewerker"	"runnen afdeling"	1	2	1	0	3	2	1	2	3	2	2	99	1	1	1	1	1	2	1	2	2	3	2	4	2	2	2	2	3	3	3	3	2		4	1	2	3	2	-3	3	-3	3	2	3	2	4	3	1	3	2	1		5		4	2	1	3	1	1	1	1	1	1	4	4	3	2	2	2	2	3	3	3	4	2	2	2	2	1	37	2	2	2	2	2	1	1	1	1	3	4	3	3	1	2	2	2	1	5	16	9	2	10	15	8	14	7	6	11	13	3	4	1	12	3	2	1	2	2	2	2	4	4	5	4	7	7	-3	7	6	5	5	5	-3	-3	6	7	3	2	2	-3	2	2	3	3	3	-3	-3	2	2	3	2	1	4	2	2	3	2	3	2	4	3	3	1	2	4	2	2	2	1	2	2	3	3150		3	3	3	3	2	1	1	2	2	2	3	1	3	1	2	1	2	2	1	2	3	2	3	2	-3	"rekening houden met anderen"	""	""	"overlast veroorzaken"	"mensen niet in hun waarde laten"	"misdaad"	2	-3	-3	-3	-3	2	4	9	-3	-3	2	2	4	24	2	3	1	2	3	3	4	2	3	3	3	1	3	2	1		1		1		1		1		7	8	8	7	8	7	7	4	2	1	3	1	1	3	2	1	2	2	3	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	1	2	2		2				1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	3	3	3	3	2				3	3	3	5	5	4	4	1	3	5	2	2	4	2	5	1		1		1		1		1		2	2	1		1		1		1		1		1		1		2	1	1		2	2	1		2	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	2	2	1	1	1	1	1	8	8	2		2	1	1	2300	1	1	1	1	15	1.2034188
20000788	1	2	25	209	4	1952	2	1	1	1955	3	2	1	1985	5	2	1	1989	5	1	1																									2	11	1	2	49	6	13	2	1	17	1		57210	6	"verzorging"	"begeleidster dagverzorging"	"begeleiden, verzorgen, aandacht geven, eten,met ouderen"	2	0	0	3	2	1	1	2	2	2	-3	99	1	1	3	3	1	1	1	2	2	4	1	2	1	2	3	2	4	3	1	2	2		2	1	2	-3	2	2	2	2	2	2	2	1	5	3	1	2	1	2		5	1	3	6	1	2	1	1	1	1	1	1	2	2	3	2	2	2	3	3	2	3	2	3	2	1	1	1	-3	2	2	3	4	2	2	2	2	1	3	3	1	3	1	2	2	2	1	2	14	13	5	12	16	9	15	8	4	3	6	7	10	1	11	2	1	1	2	2	3	2	1	2	3	9	6	7	8	8	7	8	8	8	7	7	2	8	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2	3		3	2	2	2	4	1	3	3	1	1	3		1	1	2	2	-2		5	1	3	3	3	1	1	1	2	1	1	4	3	1	2	2	2	2	1	-3	2	2	-3	3	2	2	"normen en waarden"	"acceptatie van elk persoon"	"meer zinvol met het leven omgaan. positief benaderen;"	"bedriegen"	"negatief omgaan met anderen"	"egocentrisch gedrag."	3	4	12	-3	-3	10	4	5	-3	-3	1	1	7	50	1			1	1	1	5	1	3	2	2	2		2	1		1		2	2	1		1		10	10	9	10	9	10	8	8	1	1	3	1	1	2	3	1	3	1	2	1	4	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	1	2		2				2	1	1	2	2	1	2	2	2	1	1	1	3	2	1	1	1	1	2	1	2	2	3	3	3	3	2				2	3	3	5	5	5	5	1	5	5	2	2	5	2	5	1		1		1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	2	3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	9	5	2		2	1	1	2600	1	1	1	1	18	1.1206296
20000793	1	3	28	603	2	1953	2	2	1	1945	3	1	1																																	1	11	1	2	50	6	15	6	2		5	1	31701	7	"mode zaak"	"verkoopster"	"verkopen"	1	0	0	0	1	2	1	2	1	2			1	1	2	2	1	1	1	2	1	4	2	4	1	1	2	1	5	4	3	1	1	2	4	2	3	3	3	3	-3	-3	2	2	-3	1	4	5	1	8	1	9	1	1	3	1	6	2		3	3	4	3	4	4	4	3	3	3	4	5	4	4	3	4	3	3	4	3	2	1	1	2	2	1	2	1	1	1	1	-3	2	1	1	3	1	2	2	3	1	12	2	14	6	3	15	1	13	5	8	9	4	7	10	11	16	4	4	1	1	1	3	-3	1	1	5	9	3	-3	5	-3	5	5	4	6	7	8	9	-3	2	3	2	3	3	3	3	3	2	2	2	2	-3	3	3	3	4	2	2	1	1	1	1	4	4	3	1	1	1	3		2	2	2	2	3	1500		1	3	3	3	2	1	1	1	2	1	2	-3	2	1	2	1	1	1	1	1	3	-3	2	1	-3	"respect voor elkaar hebben en liefde"	""	""	"haat gevoelens hebben geen liefde"	""	""	4	-3	-3	-3	-3	4	-3	-3	-3	-3																																																																																																																																																																																														11	
20000794	1	2	27	363	1	1968	1	2	1																																					1	11	1	2	36	3	20	8	1	30	1		93208	5	"advocatenkantoor"	"juridisch medewerker"	"juridisch advies"	1	0	0	0	1	1	1	2	1	2	2	60	2	2			1	1	1	1	2	3	4	1	3	2	2	2	3	3	2		2		4	1	2	2	2	2	2	2	1	1	1	2	3	3	2	1	2	1		5		7	6	2		2	2	2	2	2	2	3	3	-3	2	3	2	3	3	3	3	2	4	4	3	2	1	8	3	3	3	4	2	2	2	2	1	3	3	2	3	1	2	2	3	1	2	10	13	1	15	16	12	11	3	6	9	8	14	5	4	7	2	2	1	2	2	2	2	2	2	5	6	6	4	6	6	7	6	7	5	4	6	5	5	2	3	3	3	3	2	2	2	3	3	2	3	3	2	1	1	1	2	2	5	1	1	1	5	4	1	1	1	5	2	2	2	1	3	2	3	6000		7	3	3	3	1	1	1	3	1	2	4	1	1	1	3	2	3	1	1	1	-3	-3	-3	-3	4	"zet zich in voor maatschappij"	"gedraagt zich netjes volgens de regels"	"voedt kinderen goed op"	"vertoont geen asociaal gedrag"	"geen crimineel"	""	5	8	10	-3	-3	2	9	-3	-3	-3	3	2	3	50	2	6	4	5	3	4	3	3	2	2	2	1	3	1	1		1		1		1		1		6	6	8	7	8	7	7	5	3	1	3	1	2	1	2	1	1	4	3	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2		1	1	3		1	1	3	1	1	1	1	1	4	4	2	1	2	1	1	1	1	1	1	1	2	2	3	3	3	3	2				3	3	3	5	5	4	4	1	5	4	2	2	5	2	5	2	2	2	2	1		1		2	2	2	2	2	2	1		1		2	2	1		1		1		1		1		2	2	1		2	2	2	2	2	2	4	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	9	8	2		1	2	1	1700	1	1	1	1	18	0.6428952
20000796	1	2	27	364	2	1954	2	1	1	1956	3	2	1																																	2	11	1	2	48	6	11	5	1	18	1		57210	6	"kinderdag verblijf"	"hoofd bso"	"zorg verlenen aan kinderen, contacten met ouders scholen"	1	0	0	4	2	2	1	3	1	2	-3	99	1	1	4	4	1	1	2	2	1	4	1	4	1	1	2	1	5	3	3	2	1	2	1	2	3	3	2	2	3	2	1	1	2	1	4	4	1	4	1	4	2	3	2	3	5	2		1	1	1	3	1	3	3	3	3	4	3	4	3	3	3	3	3	2	2	1	2	1	6	4	1	2	2	1	1	1	1	2	2	2	1	3	1	2	2	2	3	11	5	7	9	15	16	10	4	13	12	2	3	1	14	6	8	2	2	1	1	1	3	3	2	5	4	5	5	5	5	6	6	6	6	7	5	6	5	5	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3	1	3	1	2	2	2	2	1	4	4	1	1	1	4	2	2	2	1	2	2	3	3000		1	3	3	3	1	1	1	1	1	2	2	2	2	2	2	2	2	3	2	2	2	3	2	-3	2	"moet sociaal zijn"	"moet respect hebben"	"liefdevol"	"ruzie maken met anderen"	""	""	5	4	5	-3	-3	2	-3	-3	-3	-3	2	1	3	20	1			4	3	4	3	2	1	2	3	2		2	1		1		1		2	8	1		8	7	8	7	6	8	6	6	2	1	2	1	1	1	1	2	1	4	2	2	4	2	2	1	2	2	1	1	2		2	2	1	2	2	2	2	1	2	2	2		1	2	2		2	1	1	1	1	1	2	2	3	1	1	1	4	1	1	2	1	2	2	1	2	2	3	3	3	3	2				3	3	8	8	1	1	8	4	4	4	2	4	4	1	3	2	2	1		1		1		1		8		1		1		1		1		2	1	1		1		1		1		1		1		1	1	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2	2	1	1	1	1	1	7	5	1	4	2	1	1	2000	1	1	1	1	15	1.2035232
20000799	1	2	27	363	1	1918	1	1	1																																					1	11	1	1	86	5	8	1	2		8	1	26409	8	"scheepbouw"	"koperslager"	"slagen"	1	6	0	0	3	5	2			2			2	2			2	2	2	2	1	4	3	1	1	1	1	1	5	4	3	3	1	1	5	2	3	3	3	3	3	3	1	1	1	1	5	5	2	1	2	1		5		7	1	2		1	1	1	1	1	1	4	4	-3	4	4	4	4	4	4	4	4	4	2	2	3	1	-3	2	1	1	1	1	1	1	1	2	1	1	2	3	1	2	2	3	1	3	4	5	2	14	10	15	9	6	1	8	13	12	16	7	11	3	3	1	1	1	3	3	5	5	5	4	4	5	5	5	4	2	2	1	2	3	2	-3	3	3	3	3	3	3	3	3	3	3	2	3	-3	3	3	1	2	3		3	3	4	5	-3	3	2	3	3	1	3		3	2	3	-3	3	1200		7	3	3	3	1	1	1	2	2	1	3	3	2	-3	-3	-3	-3	4	1	-3	4	2	2	1	1	"aan de regels houden"	"werk krijgen"	"helpen  van mensen"	"niet helpen van medemens asociaal zijn"	""	""	8	1	5	-3	-3	5	-3	-3	-3	-3	2	2	1	16	2	1	8	4	4	3	1	2	2	2	2	1	1	1	1		1		1		1		1		8	8	7	5	6	5	4	4	3	1	2	1	2	2	2	1	1	1	1	2	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	1	1	1	1	1	2		2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	1	5	1	1	3	3	4	4	8	4	4	3	4	4	3	1	2	2	2	2	1		1		2	2	2	2	2	2	2	2	1		2	2	2	8	2	8	2	8	2	8	2	8	2	8	2	8	1	1	1	2	2	2	4	3	2	2	3	3	2	2	2	2	2	2	2	1	1	1	2	1	5	2	2		1	8	4	1200	1	1	1	1	9	0.6810220800000001
20000804	1	2	25	200	1	1922	1	1	1																																					1	11	1	1	82	8	12	6	2		8	1	76515	5	"Philips"	"Leidinggeven van een afdeling"	"aansturen van personeel"	1	30	0	0	2	2	1			1			2	2			1	1	1	1	1	4	1	4	2	2	3	-3	-3	-3	2		2		2	1	2	-3	-3	-3	-3	2	1	1	1	2	3	3	1	3	2	1		5		6	1	2		1	1	1	1	1	1	4	3	5	2	2	3	2	3	4	4	2	5	1	1	1	1	2	3	3	3	2	1	1	2	1	2	3	4	4	3	1	2	2	3	1	7	9	8	1	10	14	11	15	12	2	3	4	13	5	16	6	2	2	1	1	2	3	3	3	3	4	6	7	8	7	7	5	8	5	7	6	8	9	-3	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	3	2	2	2	2	4	2	1	1	1	2	2	3	2	2	2	2	-2		2	7	3	3	3	1	1	1	2	2	2	2	3	2	1	3	3	3	1	1	2	2	3	3	2	2	"Aan te passen aan de medemens"	"bereid is iets te doen voor de medemens"	""	"geen brandstichting"	"aanslagen"	"zijn naaste mensen treiteren"	3	5	-3	-3	-3	9	9	2	-3	-3	4	2	2	30	1			2	4	5	1	2	3	2	3	2		1	1		1		1		1		1		8	7	6	5	98	6	5	5	3	2	3	1	2	2	1	1	5	5	1	2	4	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	2	2	2	2	2	3	3	3	3	1	1	2	1	4	2	3	3	3	3	3	2	3	3	3	3	2	2	1	2	2	2	2	1		1		1		2	2	2	2	1		1		2	2	1		1		1		2	1	1		2	1	1		2	2	2	2	2	2	4	2	1	1	3	2	3	2	2	2	2	2	2	1	2	2	2	2	8	5	2		4	1	4	1000	1	1	1	1	13	0.71415864
