respnr	persnr	status	provcode	gemeente	HH2	HH4BP01	HH3P01	HH4AP01	HH4CP01	HH4BP02	HH3P02	HH4AP02	HH4CP02	HH4BP03	HH3P03	HH4AP03	HH4CP03	HH4BP04	HH3P04	HH4AP04	HH4CP04	HH4BP05	HH3P05	HH4AP05	HH4CP05	HH4BP06	HH3P06	HH4AP06	HH4CP06	HH4BP07	HH3P07	HH4AP07	HH4CP07	HH4BP08	HH3P08	HH4AP08	HH4CP08	HH4BP09	HH3P09	HH4AP09	HH4CP09	HH4BP10	HH3P10	HH4AP10	HH4CP10	HH4DP01	HH4DP02	complete	VAR001	VAR002	VAR003	INT001	VAR006	V040	VAR723	V202	V041	beroep	VAR016	VAR016A	VAR016B	VAR016C	V049	INT004	VAR1061	VAR1062	VAR648	V401	V400	VAR641	VAR642	VAR1255	VAR1256	VAR1257	VAR1300	VAR1301	VAR1302	VAR1303	VAR149	VAR058	VAR059	VAR064	VAR065	VAR092	INT265	INT266	VAR096	VAR125	INT054	VAR110	VAR114	VAR116	VAR571	VAR572	VAR573	VAR574	VAR576	VAR153	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR154A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR198A	VAR198	VAR201A	VAR201	VAR201C	VAR204	VAR221	INT257	INT229	VAR820	VAR1117	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	INT218	INT219	INT221	INT222	INT223	INT710	INT711	INT712	INT713	INT714	INT715	INT716	VAR491	VAR040	VAR1304	VAR274	VAR275	VAR461	VAR367	VAR273	VAR1262	VAR239	VAR318	VAR319	VAR320	VW065	VAR446	VAR447	VAR439	VAR497	VAR499	VAR599	VAR600	VAR408	VAR409	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR402	VAR595	VAR687	VAR688	VAR689	VAR953	VAR1265	VAR433	VAR445	VAR351	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1146	VAR1163	VAR544	VAR347	VAR515	VAR516	VAR557	VAR844	VAR846	VAR847	VAR594	VAR1017	VAR1307	VAR1306	VAR1305	VAR357	VAR768	VAR1308	VAR754	VAR755	VAR760	VAR1309	VAR462A	VAR462B	VAR462C	VAR684	VAR683B	VAR728B	VAR729B	VAR546	VAR758	VAR759	VAR1031	VAR1140	VAR1141	VAR1142	VAR1143	VAR1161	VAR1103	VAR1104	VAR1105	VAR1106	VAR1315A	VAR1266	VAR1267	VAR1310	VAR1311	VAR1312	VAR1313	VAR1314	VAR1317A	VAR131_A	VAR131_B	VAR1317B	VAR131_C	VAR131_D	GOED1	GOED2	GOED3	GOED4	GOED5	FOUT1	FOUT2	FOUT3	FOUT4	FOUT5	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q9_1	Q9_2	Q9_3	Q10	Q11	Q12	Q13_1A	Q13_1B	Q13_2A	Q13_2B	Q13_3A	Q13_3B	Q13_4A	Q13_4B	Q13_5A	Q13_5B	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q14_8	Q15	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q17_1	Q17_2	Q17_3	Q18	Q19	Q20	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_8A	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q22_8	Q22_9	Q22_10	Q22_11	Q22_11A	Q23	Q24	Q25	Q25_1	Q26	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7	Q27_8	Q27_9	Q27_10	Q28	Q29	Q30	Q31A_1	Q31A_2	Q31A_3	Q31B_4	Q31B_5	Q31B_6	Q31B_7	Q31B_8	Q32_1	Q32_2	Q32_3	Q32_4	Q33	Q34_1	Q34_2	Q34_3	Q35	Q36_1	Q36_2	Q37_1	Q37_2	Q38_1	Q38_2	Q39	Q40_1	Q40_2	Q40_3	Q40_4	Q40_5	Q40_6	Q41	Q42_1A	Q42_1B	Q42_2A	Q42_2B	Q42_3A	Q42_3B	Q42_4A	Q42_4B	Q42_5A	Q42_5B	Q42_6A	Q42_6B	Q42_7A	Q42_7B	Q42_8A	Q42_8B	Q42_9A	Q42_9B	Q42_10A	Q42_10B	Q43_1A	Q43_1B	Q43_2A	Q43_2B	Q43_3A	Q43_3B	Q43_4A	Q43_4B	Q43_5A	Q43_5B	Q43_6A	Q43_6B	Q43_7A	Q43_7B	Q44_1	Q44_2	Q44_3	Q45_1	Q45_2	Q45_3	Q46	Q47	Q48_1	Q48_2	Q48_3	Q48_4	Q48_5	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Q50_1	Q50_2	Q50_3	Q50_4	Q50_5	Q51	Q_OPL	Q53	Q54	Q55	Q56	Q57	Q58	Q59	Q60_1	Q60_2	Q60_3	VAR462	weeg
20000720	1	2	26	335	4	1961	2	1	1	1964	3	2	1	1988	5	1	1	1991	5	1	1																									2	3	1	2	40	6	12	5	1	22	1		28205	8	"taxibedrijf"	"taxichauffeuse"	"besturen van auto"	1	0	0	2	1	2	1	2	1	2	1	70	1	1	1	1	2	2	2	2	1	4	1	-3	4	3	1	1	5	5	3	3	1	3	5	1	3	2	1	3	3	2	1	1	1	1	5	4	2	1	2	1		5		7	1	1	4	1	1	4	3	3	3	5	3	5	1	2	1	3	3	3	3	4	3	3	2	2	1	34	4	3	3	1	2	2	2	1	2	1	1	1	3	1	2	2	3	1	6	9	5	10	7	14	12	15	2	8	11	13	4	3	1	16	2	2	1	1	1	3	3	5	2	3	4	4	5	6	6	4	5	5	6	3	5	3	3	3	1	3	2	2	3	3	3	3	3	2	1	3	2	2	1	2	1	1	1	3	1	1	2	2	1	1	1	1	1	1	2	2	3	1	4	45000		1	2	1	2	1	3	2	1	3	1	1	3	4	2	4	4	4	3	1	1	4	4	4	1	3	"klaarstaan voor anfderten"	""	""	"stelen"	""	""	5	-3	-3	-3	-3	9	-3	-3	-3	-3	2	2	3	26	1			1	2	2	4	2	3	3	3	2		2	2	2	1		1		1		1		8	8	7	7	6	9	5	3	2	2	8	3	1	1	3	1	1	1	3	2	2	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	8	8	8	8	8	8	3	3	8	8	2		1	1	1	1	1	1	1	1	1	3	3	3	3	2				3	3	3	3	3	5	5	2	4	5	3	3	3	3	2	1		1		1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	3	8	1	1	8	8	2	2	2	2	2	2	1	1	1	1	1	6	5	2		2	1	1	8	1	1	1	1	15	0.99624744
20000728	1	2	28	546	2	1922	2	2	1	1959	6	2	1																																	1	2	1	2	45	3	9	5	1	40	1		31509	7	"onderwijs"	"admin. medewerkster"	"admin. werk"	1	3	0	2	3	1	1	2	1	2	1	60	1	1	2	2	2	1	1	1	1	3	4	2	3	2	2	2	4	3	3	2	2		4	1	3	2	2	2	3	2	2	2	2	2	4	4	1	2	2	1		4		3	4	2		2	2	2	2	2	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2	1	1	3	2	2	3	2	2	2	2	1	4	4	3	3	8	1	2	2	1	6	15	7	3	4	13	9	12	1	5	10	14	8	11	16	2	3	2	1	2	1	2	2	2	2	4	5	6	6	5	5	6	5	6	5	5	5	6	6	3	2	2	3	3	3	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	1	3	3	1	1	1	4	2	2	2	2	2	1	-2		-2	6	3	3	3	1	1	1	2	2	2	2	3	3	2	3	2	2	1	1	2	2	2	3	2	2	"respect voor elkaar hebben"	""	""	""	""	"misbruik maken van voorzieninge"	4	-3	-3	-3	-3	-3	-3	1	-3	-3	2	2	6	33	1			3	3	2	3	2	2	2	2	2		1	1		1		2	1	1		1		8	7	8	7	6	7	6	6	2	1	3	1	1	2	3	1	1	1	2	2	4	2	2	2	2	1	2	2	2		2	2	2	2	2	2	1	2	2	2	2		2				1	2	2	1	3	1	1	2	1	3	1	1	3	1	1	1	1	1	1	1	1	1	3	3	3	3	2				2	3	3	5	5	5	5	1	4	5	2	2	4	2	5	1		1		1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	3	1	1	3	3	2	2	2	2	2	2	2	1	1	1	1	1	7	2	1	4	2	8	1	8	1	1	1	1	1	0.64573488
20000732	1	2	30	855	2	1949	2	2	1	1946	3	1	1																																	1	11	1	2	55	6	10	2	2		6	1	31513	7	"Bibliotheek"	"Opruimen van werkzaamheden zoals boeken"	"boeken terug zetten"	2	0	0	0	2	3	1			2			1	1	3	3	1	2	2	2	1	2	4	1	2	-3	1	2	4	3	3	1	1	2	4	1	2	-3	2	2	1	2	1	-3	1	-3	2	3	1	2	2	1		5		5	5	2		1	1	3	3	3	4	5	3	5	3	2	5	2	3	3	3	3	-3	5	4	2	3		4	1	1	2	1	1	1	1	2	2	1	1	3	1	2	2	3	2	5	3	13	14	4	16	2	15	7	6	11	12	1	9	8	10	4	3	1	1	1	3	3	1	2	1	5	-3	5	6	6	5	6	6	6	6	6	6	5	3	-3	-3	3	2	3	1	-3	-3	-3	-3	1	3	3	3	2	2	2	3	2	1	1	1	4	2	1	1	1	4	1	3	2	2	2	2	-2		-2	2	2	3	3	1	1	-3	1	1	2	2	4	2	2	3	3	3	1	1	2	3	3	2	2	2	"Je moet gewoon normen en waarde hebben"	"En zorgen dat ze werk hebben zonder instellingen en"	"en uitkeringen"	"Zo maar raak leven en niet aan de regels houdt"	""	""	10	1	12	-3	-3	8	-3	-3	-3	-3	2	1	4	40	1			4	4	4	2	2	3	3	3	2		2	1		1		1		2	2	1		10	8	7	7	7	8	6	5	2	1	3	1	1	2	3	1	1	5	3	1	4	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	3	3	3	1	3	3	3	4	2	1	4	4	5	5	4	5	5	2	2	5	2	5	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	3	1	1	8	1	1	2	2	2	2	2	2	1	1	1	1	8	9	4	2		1	2	2	8	1	1	1	1	1	1.04539896
20000734	1	2	26	307	2	1965	2	2	1	1987	6	1	1																																	1	11	1	2	39	8	14	6	1	36	1		51	6	"woning bouwvereniging"	"woonco nsulent"	"vewrhuurprocedure, incasso, huursubsidie"	1	0	8	0	3	2	1	3	1	1	1	60	1	1	1	1	1	2	1	1	2	4	4	1	3	2	2	3	4	3	2		2		4	1	2	2	3	-3	-3	-3	-3	3	1	-3	3	3	1	6	1	6		4	2	3	6	1	4	1	1	4	3	1	4	3	3	3	4	3	3	3	2	2	3	3	3	3	3	2	1	1	2	3	2	4	2	2	2	2	1	4	4	5	3	1	1	1	1	1	4	9	3	11	10	14	8	16	6	2	13	12	1	7	5	15	2	2	1	1	1	3	2	5	5	4	6	7	6	8	8	7	5	6	6	6	7	7	6	3	3	2	3	2	3	3	3	2	3	2	2	3	2	2	1	2	2	2	2	1	1	1	3	2	1	1	1	4	1	2	2	3	2	2	3	2570		6	3	3	3	1	1	1	3	1	2	2	2	2	1	3	1	3	2	2	2	-3	3	2	2	2	"le ven volgens normen en waarden die er zijn"	"respec hebben volor de mens"	""	"geen respect hebben voorf elkaar, de ander"	"moorden"	" vernederen"	3	4	-3	-3	-3	4	9	4	-3	-3	3	2	3	60	3	4	1	8	2	2	1	2	3	3	3	2		2	1		1		1		1		1		7	9	6	8	8	8	8	7	2	1	3	1	1	1	3	1	1	1	1	2	4	8	8	1	2	1	2	1	1	98	2	2	1	2	2	1	2	2	8	2	2		1	1	3		2	8	1	1	5	1	2	3	8	2	3	1	6	1	1	1	1	1	1	1	1	2	3	3	3	3	2				3	3	3	5	5	5	5	1	5	5	1	1	5	1	5	1		1		1		1		1		2	2	1		2	1	1		1		1		1		1		2	1	2	1	2	1	2	1	2	2	2	2	2	2	3	3	1	1	1	3	1	2	2	2	2	2	2	1	2	2	2	1	7	7	1	4	1	8	1	1600	1	2	2	2	14	0.60199128
20000735	1	2	28	644	2	1975	2	1	1	1979	4	2	1																																	2	11	1	2	24	3	12	5	1	38	1		31504	7	"betonmortelcentrale"	"administratief medewerkster"	"debiteuren, crediteuren, voorraadadministratie"	1	0	6	0	2	2	2	2	2	2	1	99	1	1	3	3	1	1	1	2	1	4	2	4	3	3	3	-3	4	4	2		1	3	2	1	3	3	2	-3	3	2	1	1	1	1	4	3	2	1	2	1		5		3	2	2		1	1	1	1	1	1	4	3	-3	4	3	3	3	3	3	4	3	2	3	4	-3	1	1	4	1	1	1	1	1	1	1	2	3	2	1	3	1	2	2	2	1	2	4	11	1	10	13	15	16	7	5	3	8	9	14	6	12	4	4	1	1	1	3	3	4	3	3	6	7	7	7	7	6	6	6	6	5	5	-3	6	3	-3	2	3	2	3	3	3	2	3	2	1	-3	3	3	2	3	2	2	3	1	1	1	4	2	2	1	1	4	1	3	2	2	2	2	3	1650		4	2	3	3	2	2	2	1	1	2	2	3	3	4	3	3	4	2	1	-3	2	4	4	1	1	"Werken."	"Is behulpzaam."	"Is meelevend."	"Profiteren van de WAO."	"Met een wapen op zak lopen."	"Andere mensen pesten."	1	5	5	-3	-3	1	8	2	-3	-3	2	2	4	20	1			3	2	3	5	2	3	2	2	1	3	1	1		2	1	2	1	1		1		9	8	9	8	8	9	6	6	2	1	2	1	1	1	1	1	1	1	3	1	4	2	1	1	2	1	2	2	8		2	1	1	2	2	2	2	1	2	1	8		1	3	4	8	1	1	2	1	2	1	4	2	3	1	4	1	5	2	1	1	1	1	1	1	1	2	2	3	2	3	1	3	2	3	3	2	3	5	5	5	5	2	5	5	2	3	3	2	4	1		1		1		1		1		2	2	1		2	2	1		1		1		1		1		1		2	2	1		2	1	2	2	2	2	2	2	3	2	1	2	1	3	2	2	2	2	2	2	2	1	1	1	1	8	9	5	2		2	1	1	1200	1	1	1	1	11	2.0875197599999997
20000741	1	2	28	622	5	1962	2	1	1	1963	3	2	1	1988	5	1	1	1993	5	1	1	1997	5	2	1																					2	11	1	2	41	6	14	5	2		9				""	""	""			0	0	3	2	1			3			1	2	4		2	1	1	2	1	4	1	3	2	2	2	2	5	4	1	2	1	2	3	2	2	2	3	3	3	3	2	1	1	1	4	3	1	5	2	1		5		5	5	1	1	1	1	1	1	1	2	4	3	2	3	3	2	3	3	3	4	4	4	5	4	3	3		4	1	-3	3	1	2	-3	-3	2	2	2	2	3	-3	2	2	3	-3	1	2	4	5	8	3	15	16	6	7	9	11	10	12	14	13	5	4	1	1	1	3	3	3	3	1	5	6	5	5	5	6	6	6	6	4	4	5	-3	3	3	2	2	3	3	3	3	-3	3	3	3	-3	3	3	3	5	1	1	2	3	3	2	2	3	1	1	1	1	-3	3	3	1	2	2	-2		2	1	3	3	3	1	1	1	2	1	2	4	3	2	3	4	4	4	4	1	1	1	2	3	2	2	"werken en goed leven"	""	""	"andere mensen haten"	""	""	1	-3	-3	-3	-3	4	-3	-3	-3	-3	3	2	40	201	1			3	3	3	4	2	3	3	2	1	2	1	1		1		2	1	1		1		7	8	8	6	6	6	6	5	2	1	2	1	1	3	2	1	3	4	2	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	5	5	5	5	1	5	5	2	3	4	2	5	1		2	1	1		1		2	1	2	1	1		2	2	1		2	1	2	2	1		1		2	2	2	1	1		1		2	2	2	2	2	2	3	4	3	3	3	3	3	2	2	2	2	2	2	1	1	2	1	2	3	5	2		2	2	8	1100	1	6	6	6	13	0.8143408799999999
20000745	1	2	30	828	6	1966	2	1	1	1974	3	2	1	1995	5	2	1	1996	5	2	1	2001	5	2	1	2003	5	2	1																	2	11	1	2	30	6	8	1	1	4	5	1	27204	8	"meubelbedrijf"	"naaister"	"meubelkleding naaien"	1	0	0	0	3	2	1	2	2	2	-3	50	1	1	1	1	1	1	1	1	2	4	3	4	2	3	3	3	4	3	2		2		4	1	-3	2	2	2	2	2	2	2	2	1	4	3	1	5	1	5		4	1	2	6	1	1	1	1	1	1	1	1	3	2	2	2	2	3	3	2	2	3	3	3	3	2	2	3		3	2	2	3	2	-3	1	1	-3	3	3	5	3	1	2	2	3	1	9	11	5	3	10	16	8	15	1	2	13	14	4	6	7	12	2	2	2		2	2	3	4	5	5	7	7	7	8	8	8	8	7	7	7	8	8	8	2	2	2	3	3	2	2	2	3	2	3	2	3	2	2	3	5	2	2	1	1	3	1	3	3	1	1	1	3	2	3	2	1	2	2	-2		-3	1	1	3	3	1	1	1	2	1	1	4	3	2	2	3	1	2	2	1	2	1	2	4	4	4	"respect voor anderen"	"goed voor het mileu en netjes zijn"	"niet tot last zijn van anderen"	"discrimineren"	"stelen of anderen misdadgisheid"	"anderen tot last zijn"	4	6	2	-3	-3	4	9	2	-3	-3	2	2	5	40	2	8	2	2	3	3	2	3	2	3	1	2		1	1		2	2	1		1		1		7	6	7	6	5	7	6	5	2	1	3	1	2	3	2	3	2	2	1	1	4	8	8	8	8	8	8	1	8		8	8	8	8	8	8	8	8	8	8	8		2				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	2				3	3	3	4	4	3	3	2	3	4	2	3	3	3	4	1		2	2	1		1		1		1		1		2	2	1		1		1		1		1		2	8	2	8	2	8	2	1	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	1	1	1	1	1	7	2	1	4	2	1	2	1500	1	5	5	5	1	1.24281936
20000754	1	2	25	202	3	1953	2	1	1	1960	3	2	1	1984	7	1	1																													2	3	2	2	44	8	12	5	2		5	1	46211	6	"Gezondheidszorg."	"Voedingwsassistente."	"Toespijs  portioneren van gerechten."	1	0	0	0	4	4	3	2	1	2			1	1	2	2	3	2	2	2	1	4	2	1	3	3	1	2	4	4	3	1	1	1	4	2	3	3	3	-3	3	3	1	1	2	1	5	5	2	1	1	8		5	3	3	6	1	4	1	1	2	4	-3	3	5	5	3	-3	2	2	3	3	5	3	3	-3	4	4	2	1	1	2	2	2	2	1	1	1	1	1	2	2	2	3	1	2	2	2	1	9	1	6	11	2	15	10	13	3	12	7	8	5	14	4	16	4	4	1	1	1	3	2	4	5	2	4	7	-3	7	7	4	4	4	4	4	6	8	8	3	1	-3	2	2	2	3	3	-3	3	2	1	2	4	3	1	4	1	3	2	1	1	2	4	2	1	1	1	4	3		1	3	2	2	3	2250		3	2	1	2	3	3	1	1	2	2	2	1	2	3	3	4	3	3	1	1	-3	3	2	2	2	"Huisje Boompje Beestje"	""	""	"Stelen vn een ander."	""	""	12	-3	-3	-3	-3	9	-3	-3	-3	-3	2	2	4	24	1			3	3	3	1	1	3	2	3	2		1	8		8		8		8		8		7	8	8	5	7	8	6	4	2	1	1	1	2	3	1	1	1	5	2	1	4	1	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	1	1	2				1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	3	3	3	3	1	2	2	1	4	1	2	1	2	2	4	4	2	3	4	4	3	3	2	1		1		1		1		1		1		1		2	2	1		1		2	4	1		2	1	1		2	1	2	1	1		2	8	8	2	2	2	1	5	1	1	1	3	3	2	2	2	2	2	2	1	2	2	1	2	3	5	2		3	1	1	3300	1	1	1	1	13	1.1942524799999998
20000754	2	2	25	202	3	1953	2	1	1	1960	3	2	1	1984	7	1	1																													2	3	2	1	17	3	11	5	1	40	1		46211	6	"INSTALLatiebedrijf"	"Ass. Installatiemonteur."	"Gas water en verwarming installeren."	1	0	0	0	3	2	1	2	1	2	1	60	1	1	1	1	1	2	2	2	1	3	3	1	4	3	2	3	3	3	2		1	1	4	2	3	3	3	-3	3	3	1	1	2	2	3	3	2	1	2	1		5		4	2	2		1	1	4	-3	-3	-3	4	4	-3	4	3	3	-3	1	4	4	-3	2	4	4	2	1	34	-3	1	2	2	1	1	1	1	1	2	2	2	3	1	2	2	1	1	4	10	2	7	9	13	8	14	16	3	11	5	1	6	12	15	3	4	1	2	1	3	3	5	5	1	5	10	5	3	3	5	5	5	7	5	5	10	4	3	1	1	3	3	2	2	2	3	2	2	1	3	4	3	1	4	2	3	2	2	2	2	3	4	2	1	1	4	2	3	1	1	1	1	3	2250		3	2	3	3	2	2	2	1	3	1	2	3	4	3	3	3	3	3	1	2	3	3	2	2	2	"Werken"	"Sociaal zijn."	""	"Weet niet."	""	""	1	5	-3	-3	-3	-3	-3	-3	-3	-3	2	2	4	24	1			3	3	3	2	2	3	3	3	1	3	2	2	8	2	8	2	8	1		1		5	5	10	8	8	7	5	3	2	1	3	1	1	1	3	1	1	5	2	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				1	1	2	1	1	1	1	1	3	1	2	2		2	1	1	2	1	1	1	1	1	3	3	3	3	1	3	2	2	3	3	3	3	3	5	5	2	3	5	3	2	3	2	5	2	2	1		1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		1		8	8	8	2	2	2	4	6	2	2	2	3	3	2	2	2	2	2	2	1	2	2	1	2	6	5	2		1	2	1	500	1	1	1	1	13	
20000760	1	2	26	632	1	1956	1	1	1																																					1	11	1	1	47	8	17	8	1	40	1		46602	6	"IT bedrijf"	"computerprogrammeur"	"security administratie"	1	0	0	0	3	2	2	2	1	2	-3	65	1	1	1	1	3	1	-3	2	-3	3	2	4	2	2	3	2	4	4	3	3	1	3	4	1	-3	-3	2	-3	-3	2	2	2	3	2	2	3	2	1	1	8		5	2	3	5	1	1	2	2	2	3	3	3	3	3	3	2	2	3	-3	2	3	3	4	3	3	3	2	5		4	2	2	3	2	1	1	1	1	3	3	3	3	1	2	2	3	1	5	11	10	4	3	16	7	9	1	6	12	15	13	8	2	14	2	3	2		2	-3	-3	3	3	5	7	-3	-3	7	7	7	6	6	6	5	6	-3	7	2	2	-3	2	2	2	2	-3	3	3	2	-3	2	2	2	2	3	1	2	3	2	3	1	3	-3	1	1	1	2	2	3	2	2	2	2	4	38000		7	3	3	3	3	1	1	2	2	2	3	2	3	2	3	2	3	3	-3	-3	2	-3	2	2	-3	"sociaal"	""	""	"asociaal gedrag"	""	""	5	-3	-3	-3	-3	2	-3	-3	-3	-3	3	2	4	38	2	6	1	5	3	5	2	3	3	2	3	2		2	1		1		1		1		1		8	7	5	6	6	6	6	6	3	2	2	2	4	2	1	2	1	5	2	1	4	2	1	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	2	4	3	3	1	1	1	1	1	1	1	3	3	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	3	2	3	3	3	3	4	5	5	5	2	4	5	2	3	4	3	4	1		1		1		1		1		2	1	1		2	2	1		1		1		1		1		1		2	1	2	1	1		2	2	2	2	2	2	2	4	1	2	3	3	2	2	2	2	1	1	1	1	2	2	1	1	5	8	1	1	1	2	1	1900	2	7	7	7	15	0.7974072
20000761	1	2	31	928	2	1929	2	1	1	1938	3	2	1																																	2	11	1	2	66	6	6	1	2		5	1	27204	8	"NAAIATELLIER"	"NAAISTER"	"BANDWERK VAN  KLEDING"	1	0	0	0	4	1	1	2	3	2			2	2			1	1	2	2	2	3	-3		-3	2	2	3	3	3	-3		1	-3	-3	-3	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	3	3	1	2	1	2		4	3	4	4	2		1	3	-3	4	-3	-3	5	5	2	5	5	1	5	3	5	5	-3	-3	5	4	-3	1	1	-3	1	-3	-3	-3	2	-3	-3	2	2	1	-3	3	1	2	2	3	3	7	14	5	10	16	4	11	13	15	6	9	2	1	12	8	3	-3	-3	-3		-3	-3	-3	-3	-3	2	5	5	5	5	5	6	5	-3	5	1	-3	5	-3	3	-3	-3	2	2	-3	-3	-3	-3	3	-3	-3	-3	2	2	1	5	3		-3	4	4	4	4	-3	1	-3	3	1	1	3	2	1	3	2	3	1400		2	2	1	2	3	1	1	2	3	2	2	2	4	-3	3	3	3	3	1	-3	4	4	4	4	1	"GOED LEVEN IN HET GEZIN"	"FAMILIE GOED BLIJVEN DOEN"	"GOED WERKEN HUISHOUDEN VERZORGEN"	"NIET WERKEN"	"LUI ZIJN"	""	12	10	1	-3	-3	1	12	-3	-3	-3	2	1	4	40	1			4	2	4	2	2	2	2	3	2		2	1		1		1		1		1		7	7	6	7	7	7	7	5	2	1	3	1	1	3	3	1	1	5	2	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	1	1	1	1	1	2		4	1	1	2	2	2	2	2	2	2	2	2	2	1	3	3	3	2	3	3	5	5	5	5	1	3	5	1	2	5	2	5	1		2	2	1		1		2	2	2	2	2	2	2	8	1		2	2	1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	1	1	8	1	3	2	2	2	2	2	2	1	1	1	1	8	8	2	2		2	2	4	2000	1	1	1	1	10	1.09415376
20000765	1	2	27	377	4	1955	2	1	1	1957	3	2	1	1989	5	2	1	1991	5	1	1																									2	11	1	2	47	6	16	6	2		5	1	788	2	"bank"	"tweede man"	"leiding geven"	1	5	7	1	2	2	1	1	1	2			1	1	1	1	1	1	1	1	2	3	4	3	3	3	2	3	3	3	3	2	2		4	-3	3	3	2	3	3	2	-3	2	2	2	3	3	1	2	2	1		4		3	4	1	4	2	2	2	2	2	4	2	3	4	2	2	3	3	2	3	3	3	3	2	1	2	1	2	4	3	2	4	2	2	2	2	2	4	4	4	2	1	2	1	2	1	7	10	5	4	2	16	14	12	1	8	15	13	3	11	6	9	2	4	2		1	3	2	2	4	4	4	5	5	6	6	6	4	6	6	5	6	6	6	3	3	2	2	2	2	3	2	3	3	2	2	3	2	2	2	2	2	2	2	1	5	1	4	4	1	1	1	4	1	3	2	1	2	2	4	120000		1	3	3	3	1	1	1	2	2	1	2	1	2	1	3	3	2	2	1	2	3	-3	3	3	-3	"sociaal gedrag t.o.v.zijn medemens"	"zijn leefomgeving zo plezierig mogelijk te maken"	"tolerant zijn t.o.v. medemens"	"a-sociaal gedrag  t.o.v. medemens"	""	""	5	5	4	-3	-3	2	-3	-3	-3	-3	2	1	5	40	1			2	2	2	4	2	2	2	3	1	2	1	1		1		1		1		1		8	8	10	8	8	8	7	6	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	2	2	2	1	2	2		2	1	1	2	2	2	1	1	1	2	2		1	2	3		1	2	2	1	3	1	3	1	3	4	1	1	2	2	1	1	1	1	1	1	2	1	3	3	3	3	2				2	3	3	5	5	5	5	1	3	5	2	2	4	2	5	1		1		1		1		1		1		1		1		1		1		8		8		8		1		2	1	1		2	1	2	2	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	7	6	1	4	2	1	1	4000	1	4	4	4	20	1.11338424
