ARESPNR	RESPNR	HHNR	HHPNR	ISCO	V040	V041	V049	V103	V200	V201	V202	VAR000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR019	VAR040	VAR046	VAR047	VAR048	VAR049	VAR050	VAR060	VAR061	VAR062	VAR064	VAR065	VAR092	VAR093	VAR096	VAR126	VAR131	VAR132	VAR133	VAR134	VAR135	VAR136	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR198	VAR201	VAR204	VAR205	VAR220	VAR222	VAR223	VAR228	VAR229	VAR239	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR320	VAR347	VAR408	VAR409	VAR427	VAR428	VAR433	VAR461	VAR462	VAR491	VAR497	VAR499	VAR501	VAR502	VAR539	VAR540	VAR544	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR591	VAR599	VAR600	VAR624	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR683B	VAR684	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR700A	VAR700B	VAR700C	VAR700D	VAR700E	VAR723	VAR725	VAR728B	VAR729B	VAR76301	VAR76302	VAR76303	VAR76304	VAR76305	VAR76306	VAR76307	VAR76308	VAR76309	VAR76310	VAR76311	VAR76312	VAR76313	VAR76314	VAR76315	VAR76316	VAR76317	VAR76318	VAR76319	VAR76320	VAR76321	VAR76322	VAR76323	VAR76324	VAR76325	VAR76326	VAR76401	VAR76402	VAR76403	VAR76404	VAR76405	VAR76406	VAR76407	VAR76408	VAR76409	VAR76410	VAR76411	VAR76412	VAR76413	VAR76414	VAR76415	VAR76416	VAR76417	VAR76418	VAR76419	VAR76420	VAR76421	VAR76422	VAR76423	VAR76424	VAR76425	VAR76426	VAR76501	VAR76502	VAR76503	VAR76504	VAR76505	VAR76506	VAR76507	VAR76508	VAR76509	VAR76510	VAR76511	VAR76512	VAR76513	VAR76514	VAR76515	VAR76516	VAR76517	VAR76518	VAR76519	VAR76520	VAR76521	VAR76522	VAR76523	VAR76524	VAR76525	VAR76526	VAR76527	VAR76528	VAR76529	VAR76701	VAR76702	VAR76703	VAR76704	VAR76705	VAR76706	VAR76707	VAR76708	VAR76709	VAR76710	VAR76711	VAR76712	VAR76713	VAR76714	VAR76715	VAR76716	VAR76717	VAR76718	VAR76719	VAR76722	VAR76723	VAR76724	VAR76725	VAR76726	VAR76727	VAR76728	VAR806	VAR807	VAR895	VAR896	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930A	VAR930B	VAR930C	VAR930D	VAR931	VAR956	VAR957	VAR958	VAR959	VAR963	VAR964	VAR965	VAR966	VAR967	VAR968	VAR969	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1061	VAR1062	VAR1113	VAR1114	VAR1115	VAR1116	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1146	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1163	VAR1204	VAR1205	VAR1206	VAR1207	VAR1208	VAR1209	VAR1210	VAR1211	VAR3000	INT000	INT001	INT004	INT071	INT077	INT087	INT168	INT205	INT206	INT209	INT210	INT211	INT214	INT215	INT216	INT217	INT218	INT219	INT221	INT222	INT223	INT225	INT227	INT228	INT229	INT231	INT232	INT234	INT235	INT236	INT237	INT238	INT239	INT240	INT241	INT243	INT244	INT247	INT248	INT249	INT250	INT251	INT252	INT253	INT254	INT255	INT256	INT257	INT265	INT266	INT283	INT284	INT285	INT370	INT371	INT501	INT502	INT503	INT504	INT505	INT506	INT507	INT508	INT509	INT510	INT511	INT512	INT513	INT514	INT515	INT516	INT517	INT518	INT519	INT520
"91423"	91423	1423	2	-5	1	-5	-5	11	1	2	7	2	1	16	5	4	-5	1	4	1	1	2	2	2	3	1	1	1	2	3	2	2	2	1	2	2	2	1	-5	2	2	1	2	2	-3	-3	-3	2	2	2	-3	-3	8	8	5	-3	2	3	-3	-3	1	2	2	-3	2	3	-5	2	2	2	-3	2	2	3	2	-3	-3	4	3	1	2	3	2	2	2	1	2	-5	2	-5	2	-5	2	-5	1	3	2	2	2	2	5	37	62	9	4	4	715	99	31	47	4	99	3	1	2	2	2	2	2	4	1	2	1	1	1	12	2	-3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	1	1	0.49	21	10	1	-7	-7	-7	-7	3	2	2000	1911		1	2	4	2	-7	1	50	2	50	1	16																			1	1	1	-5	-3	2	-3	3	-3	2	3	4	4	4	-3	-3	6	10	12	7	11	16	14	15	8	4	1	9	5	3	13	2	0	2	3	3	3	3	7	-3	-3	7	7	6	-3	6	5	-3	-3	6	2	-3	-3	-3	2	2	3	-3	-3	2	-3	-3	3	2	-3	-3	-3	-3	-3	-3	2	3	-5	-7	10	-5	-7	-7	2	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-3	-5	2	3	2	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7
"91455"	91455	1455	2	6113	1	-5	1	1	2	2	1	2	2	17	5	4	8	1	2	2	2	3	3	2	3	2	3	2	1	3	3	1	1	1	2	2	1	1	2	3	3	2	-3	2	2	2	-3	2	1	4	3	4	1	1	5	2	-5	1	1	2	5	2	3	3	1	3	-5	1	-3	3	2	3	3	3	2	5	12	4	3	1	1	3	2	2	3	3	2	-5	2	-5	1	2	3	1	2	-5	2	2	2	2	5	48	76	12	3	2	983	121	37	55	2	99	2	3	2	2	3	1	2	5	2	2	2	1	2	30	4	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	3	1	0.53	18	11	1	3	1	2	4	2	2	1357	1304	4	2	3	3	3	-7	1	48	2	42	2	17	2	14																	1	1	1	-5	10	3	2	3	3	4	2	4	5	5	4	4	3	12	6	1	13	2	5	8	11	7	10	15	9	4	14	16	0	0	3	3	3	3	6	7	7	7	7	5	5	6	7	6	7	7	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	3	1	2	4	24203	1	11	0	4	4	1	1	2	1	4	1	3	4	1	2	4	3	4	3	5	3	1	1	2	6	4	2	1	4	1	2	2	2	2	5	1	4	1	1	1	1	6	8	8	8	3	1	3	2	1	2	2	2	2	1	2	4	4	5	1	1	4	1	1	1	1	2	3	2	1	1	1	1	1	5
"91470"	91470	1470	2	7412	1	-5	1	1	2	2	1	2	1	20	5	3	8	1	1	1	1	1	1	2	3	1	1	1	2	4	2	4	2	2	1	2	2	1	2	2	3	1	2	2	2	2	-3	2	1	4	4	2	1	1	5	2	-5	1	1	2	2	2	1	2	2	1	2	2	2	1	2	1	3	3	2	2	15	2	3	5	2	3	1	4	1	1	2	-5	1	3	2	-5	3	3	3	3	1	2	2	2	3	5	8	2	4	7	51	10	6	5	5	99	3	1	2	2	2	4	2	4	1	1	2	2	2	40	1	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0.48	5	11	1	4	2	5	2	4	3	1955	1907	4	1	3	2	2	-7	1	52	2	52	1	20																			1	2	1	-5	13	3	2	5	5	2	4	2	5	1	2	5	2	11	9	7	15	16	12	13	3	1	5	14	8	10	6	4	0	0	3	3	3	3	7	7	-3	6	5	6	8	8	8	7	-3	4	2	2	2	2	3	3	3	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	47107	1	10	2	3	3	2	1	1	1	4	2	4	3	3	-6	-6	-6	-6	-6	-6	-6	2	2	-3	2	-3	-3	-3	-3	-3	4	-3	3	4	4	2	2	2	5	6	6	6	3	3	7	4	1	3	1	4	4	4	4	-6	-6	-6	-6	4	3	2	2	3	1	4	1	3	2	3	-3	6	1	-3	-3	1	5
"91490"	91490	1490	2	-5	2	-5	-5	12	1	4	7	2	1	16	5	5	-5	1	3	-5	-5	-5	-5	-5	3	-3	1	1	2	3	2	-3	4	2	2	2	2	2	-5	1	2	-3	-3	-3	-3	-3	-3	-3	2	-3	-3	-3	6	6	1	1	2	2	3	1	8	2	3	3	3	3	-5	2	-3	5	-3	2	2	3	3	-3	-3	4	3	1	2	-3	4	4	3	1	2	-5	1	3	1	3	2	-5	2	-5	3	2	2	4	2	19	36	6	2	1	344	47	17	25	1	4	3	1	2	2	3	3	2	4	2	2	2	2	2	-5	-5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	3	3	0.21	30	10	1	1	2	2	2	2	3	1936	1915	3	2	3	1	3	-7	1	34	2	33	1	16	2	11	1	4															1	1	3	-5	-3	-3	2	2	-3	-3	-3	4	2	2	2	4	5	14	8	4	1	15	7	9	2	12	3	10	6	11	16	13	0	0	2	2	2	2	-3	7	7	7	7	6	-3	7	6	7	6	6	2	-3	-3	2	2	2	-3	-3	3	3	-3	3	2	-3	2	2	2	-3	3	2	-3	-3	-5	1	10	-5	4	4	1	1	2	4	1	1	1	1	1	3	4	3	3	3	2	2	4	4	3	6	4	1	1	1	1	4	1	4	1	5	4	2	2	4	4	4	4	9	9	9	11	9	2	4	1	4	4	-3	4	4	3	3	4	4	4	4	4	1	3	4	1	3	3	1	4	3	4	1	4	-3
"91524"	91524	1524	2	3231	1	-5	2	1	2	3	1	2	2	20	5	6	6	1	1	1	1	3	1	2	2	2	3	2	1	4	2	1	3	1	2	1	2	1	3	1	3	2	3	2	2	2	2	2	1	4	4	1	2	1	4	1	-5	1	1	2	3	2	2	2	1	1	2	2	2	5	2	3	3	3	5	2	17	2	3	8	2	3	1	3	1	1	1	2	2	-5	2	-5	3	3	2	-5	2	1	1	2	5	40	70	11	5	6	848	114	36	53	4	5	1	1	1	1	1	1	1	1	2	2	2	2	2	36	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0.5	23	11	1	5	2	5	1	3	3	2203	2113	4	2	3	3	2	-7	1	54	2	51	2	20																			1	1	4	-5	17	2	3	3	1	1	2	1	5	2	4	2	3	10	12	9	14	15	6	7	13	2	1	11	8	16	5	4	3	4	2	2	3	2	6	6	6	7	6	7	7	7	7	7	6	6	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	4	1	1	3	29202	1	14	0	2	5	2	1	2	1	4	2	4	4	2	4	4	3	3	3	2	2	2	2	3	4	2	4	4	4	4	3	4	4	5	3	2	4	2	1	1	1	1	8	8	8	1	1	6	2	4	2	2	2	2	2	3	2	5	4	2	1	4	1	1	1	1	2	2	2	1	4	4	4	4	5
"91528"	91528	1528	2	3228	1	-5	1	1	2	2	1	2	2	22	5	5	6	1	3	1	1	2	2	1	3	1	1	2	2	4	2	2	2	1	2	1	1	1	2	1	3	1	-3	1	2	2	-3	2	1	4	4	2	2	1	5	2	-5	1	1	-3	8	2	2	2	3	1	8	2	-3	4	2	1	4	2	2	2	14	4	3	1	1	3	1	3	2	3	1	2	1	3	1	3	1	3	1	3	2	1	2	3	5	42	68	11	2	1	855	107	34	50	2	10	2	1	2	2	1	4	4	5	2	1	2	2	1	36	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1.13	16	11	1	3	2	3	2	1	2	2022	1909	1	2	3	3	2	-7	1	51	2	52	2	22																			1	2	1	-5	11	4	3	4	4	2	3	3	2	2	3	2	3	11	8	12	4	9	10	13	16	1	15	6	2	7	5	14	1	0	3	3	3	3	8	-3	-3	6	4	6	-3	6	7	-3	6	-3	2	2	2	-3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	49310	1	14	0	2	4	1	2	3	2	4	2	-3	3	1	2	4	3	5	4	3	2	1	1	2	3	4	4	4	4	2	3	4	5	5	5	2	3	2	1	1	1	6	1	3	7	10	1	4	2	3	2	4	2	2	2	3	2	5	5	1	1	3	1	4	1	3	1	3	2	6	4	2	3	-3	5
"91533"	91533	1533	2	-5	2	-5	-5	12	1	4	7	2	2	16	5	6	-5	2	3	-5	-5	-5	-5	-5	3	2	1	1	2	-3	2	2	2	1	2	1	1	1	-5	1	4	-3	3	3	3	3	3	3	1	4	3	2	2	1	4	1	-5	2	-3	2	2	2	2	1	1	2	-3	2	1	1	2	2	4	3	5	2	-3	5	3	1	3	3	1	2	1	1	2	-5	-3	-5	1	3	-3	-5	1	1	3	2	2	1	5	41	71	11	4	7	860	112	35	52	4	99	3	1	1	1	-3	1	1	1	2	2	2	2	2	-5	-5	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.35	10	11	1	3	2	3	2	4	3	1739	1704	4	1	3	1	2	-7	1	42	2	45	2	16	1	14	1	11															1	1	4	-5	-3	3	1	1	5	3	-3	5	5	3	-3	3	2	12	14	11	16	9	8	10	15	1	6	5	4	13	3	7	0	0	2	2	3	3	4	6	6	8	-3	1	-3	4	-3	6	5	4	2	3	3	3	2	-3	3	-3	3	-3	2	3	3	-3	3	3	-3	-3	-3	2	2	3	-5	1	10	-5	4	5	1	3	2	2	-3	1	4	3	-3	3	4	3	-3	3	-6	2	3	3	-3	6	4	-3	2	4	2	2	3	4	-3	4	2	-6	2	1	1	1	1	8	8	6	10	4	3	2	1	3	3	4	2	4	4	3	3	4	-3	2	-3	1	2	2	3	2	3	1	1	1	2	2	3	5
"91546"	91546	1546	2	-5	2	-5	-5	12	1	4	7	2	1	16	5	3	-5	1	4	-5	-5	-5	-5	-5	4	2	3	2	1	4	3	-3	2	2	2	2	1	1	-5	2	-3	-3	2	2	-3	2	-3	3	1	4	-3	2	2	1	4	1	-5	1	-3	-3	2	-3	-3	3	3	1	-3	1	-3	2	2	-3	2	3	4	-3	-3	5	3	1	2	4	2	3	2	2	1	2	3	1	1	3	2	-5	2	-5	2	2	2	2	5	47	77	12	4	3	957	122	38	56	3	99	3	1	2	2	4	4	4	5	-3	1	2	1	-3	-5	-5	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-5	-5	2	2	0.41	11	11	1	3	2	3	2	2	3	1718	1637	4	2	3	3	2	-7	1	42	2	41	1	16	1	14																	1	1	4	-5	-3	4	-3	4	-3	2	2	2	4	2	2	2	8	10	15	3	9	13	12	16	5	4	2	1	6	7	11	14	0	0	3	3	2	1	-3	-3	5	5	5	4	-3	5	4	-3	5	-3	3	-3	-3	3	3	3	3	-3	-3	3	-3	3	-3	3	3	3	2	-3	4	2	-3	3	-5	1	10	-5	3	4	1	1	2	2	4	1	4	4	-3	2	4	3	3	-3	4	4	1	1	-3	2	-3	3	3	3	3	4	-3	2	-3	-3	2	2	2	1	1	1	-3	4	8	7	4	1	-3	2	1	5	-3	-3	3	2	-3	3	3	4	2	2	3	1	1	1	1	-3	3	1	-3	4	4	4	4	-3
"91547"	91547	1547	2	3220	1	-5	1	1	2	2	1	2	1	23	5	5	5	1	2	1	1	1	2	2	3	1	3	1	2	4	2	2	3	2	2	1	1	1	2	1	2	1	2	2	3	3	-3	3	1	5	5	2	2	2	4	1	1	3	1	2	8	2	3	2	3	1	1	2	1	1	3	2	3	3	2	2	11	4	3	1	2	3	1	3	2	2	1	2	2	-5	2	-5	3	3	2	-5	2	2	2	1	5	47	77	12	4	3	957	122	38	56	3	99	2	1	4	2	4	4	4	5	1	1	2	1	2	35	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0.46	21	10	1	4	2	4	2	4	3	1832	1746	2	1	3	1	1	-7	1	54	2	50	1	23																			1	2	1	-5	9	4	4	4	4	2	2	4	4	4	2	2	4	11	5	8	10	16	9	15	2	6	14	12	3	7	1	13	0	0	3	3	3	2	6	5	7	5	5	4	6	6	6	7	7	6	2	3	1	2	3	3	3	2	3	2	3	2	2	2	2	3	1	2	3	2	2	4	49309	1	14	0	2	4	1	1	2	2	3	4	-3	4	3	3	4	3	3	4	3	3	1	1	3	5	4	1	1	3	2	2	2	2	3	4	3	4	2	1	1	1	1	7	7	7	10	3	2	1	4	2	2	2	2	2	3	2	4	4	2	2	3	1	4	1	2	2	3	2	1	3	3	3	3	3
"91587"	91587	1587	2	-5	1	-5	-5	1	2	4	7	2	1	17	5	3	-5	1	2	1	2	1	4	2	2	1	1	1	1	4	2	1	3	1	2	1	2	2	-5	1	2	1	-3	2	2	-3	2	3	1	5	4	2	1	1	5	1	-5	1	1	2	1	1	2	1	1	3	-5	1	2	1	3	1	4	3	1	-3	8	3	3	1	2	3	1	2	2	1	1	2	1	3	2	-5	3	3	2	-5	3	2	2	3	5	35	59	9	6	8	720	96	32	46	5	99	2	1	2	1	2	4	2	5	2	2	1	1	2	4	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0.51	14	11	1	7	1	3	2	3	3	1141	1050	2	2	3	2	2	-7	1	46	2	51	1	20	1	17																	1	2	2	-5	-3	3	-3	-3	3	2	-3	2	1	2	1	3	7	11	5	14	13	15	10	3	2	8	1	4	6	9	12	16	0	0	3	3	3	3	5	7	6	6	4	5	8	7	5	7	6	3	2	3	2	2	2	3	3	2	2	3	2	3	3	2	2	2	1	2	4	2	3	2	-5	1	11	-5	1	1	1	2	4	2	4	1	3	4	3	-3	-3	4	2	4	5	3	-3	-3	-3	5	4	-3	-3	-3	-3	1	1	-3	3	3	3	-3	-3	2	2	2	2	9	9	8	1	-3	6	3	-3	2	5	5	1	1	3	3	2	2	1	3	-3	1	1	1	4	-3	-3	1	2	2	4	-3	-3	-3
"91588"	91588	1588	2	-5	1	-5	-5	11	3	1	7	2	1	20	5	5	-5	1	1	1	1	3	2	2	2	1	2	2	1	2	2	3	2	1	1	1	2	1	-5	1	3	1	3	2	3	3	3	2	3	2	2	2	3	1	5	1	-5	2	1	2	2	2	2	2	3	1	1	2	2	1	3	1	5	2	4	2	-3	2	3	1	1	3	1	1	1	1	2	-5	1	2	2	-5	1	2	2	-5	3	2	2	4	5	35	59	9	6	8	720	96	32	46	5	99	-3	1	2	2	2	4	2	5	1	1	1	1	2	7	3	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0.43	7	11	1	3	2	2	3	3	3	1459	1416	3	1	3	1	1	-7	1	53	2	52	1	20	2	18																	1	2	4	-5	-3	3	2	4	3	2	3	4	3	4	4	2	14	5	1	9	10	16	2	13	3	8	6	15	7	12	4	11	0	0	1	1	1	1	4	6	5	8	7	5	7	7	5	6	6	5	2	3	2	2	2	3	2	2	2	1	2	2	3	2	2	1	4	4	2	2	3	4	-5	1	14	-5	3	4	2	1	1	1	3	1	4	4	-3	3	2	4	3	3	4	3	4	3	3	5	4	3	3	3	2	2	2	2	3	4	4	4	-3	2	2	2	2	8	8	7	11	1	3	2	4	5	5	4	2	1	4	2	4	4	4	2	3	1	3	2	1	2	3	3	2	3	2	1	2	-3
"91601"	91601	1601	2	-5	2	-5	-5	12	2	2	7	2	2	17	5	4	-5	1	3	-5	-5	-5	-5	-5	2	1	1	1	2	1	2	3	3	2	2	1	-3	1	-5	-3	4	-3	-3	2	-3	3	2	3	1	4	3	3	1	1	5	2	-5	1	-3	2	3	2	2	3	3	-2	-5	-3	2	2	2	1	2	3	2	3	-3	5	-2	-3	2	3	2	2	2	2	2	-5	1	2	2	-5	2	-5	1	2	2	1	2	3	3	6	7	2	3	3	90	9	6	6	3	99	3	1	2	3	1	4	3	4	1	1	2	2	2	-5	-5	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.4	9	11	1	3	1	2	3	3	2	1429	1349	1	1	3	3	3	-7	1	57	2	46	2	21	2	17	1	16															1	2	4	-5	-3	2	3	4	4	2	4	4	2	4	4	-3	9	14	12	4	7	6	5	15	8	1	2	13	3	10	11	16	0	0	3	3	3	3	6	5	5	6	6	4	5	6	5	5	5	6	2	2	2	3	2	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	2	3	-5	1	11	-5	4	5	5	1	2	1	4	2	3	4	4	2	4	3	2	5	4	4	1	1	2	2	1	3	3	3	4	3	4	2	4	4	2	-3	2	5	6	5	6	7	1	3	2	1	6	1	-3	1	1	1	2	1	3	3	4	4	-3	2	4	1	2	1	2	2	3	2	6	2	2	4	2	5
"91661"	91661	1661	2	-5	1	-5	-5	11	3	2	7	2	2	21	5	7	-5	1	2	1	1	3	2	2	3	1	1	1	2	3	2	1	3	1	2	1	2	1	-5	1	3	1	2	2	-3	2	-3	-3	2	3	3	2	1	1	5	1	-5	3	1	2	8	2	2	3	3	1	25	2	2	2	2	1	3	2	2	2	-3	3	3	1	2	3	1	4	2	1	2	-5	1	2	2	-5	3	3	1	3	2	2	2	2	4	13	20	4	4	9	177	22	11	11	4	99	3	1	3	2	2	4	3	5	1	1	2	2	2	16	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.41	27	11	1	2	2	2	2	4	3	1156	1115	1	1	3	1	1	-7	1	47	2	44	2	21																			1	1	2	-5	-3	4	2	3	5	2	4	2	5	3	4	2	8	15	14	9	12	16	13	5	7	2	1	4	3	6	10	11	0	0	3	3	3	2	6	8	8	7	7	5	5	6	5	6	5	7	2	3	2	2	2	3	3	2	2	3	2	2	2	2	2	3	1	-3	4	1	2	3	-5	1	14	-5	4	4	1	2	1	2	3	2	-3	-3	-3	3	4	2	2	3	2	2	2	2	3	3	-3	-3	-3	4	-3	2	3	5	3	5	1	1	1	6	6	6	6	1	1	4	1	1	3	2	3	2	2	2	2	2	4	2	2	2	2	2	4	1	1	1	1	2	3	2	5	1	4	4	2	2
